# path	start_line	end_line	lines	words	sha12	class	reason	as	stale	landed_doc	landed_anchor	landed_words	pruned
.github/workflows/mios-ci.yml	56	58	3	26	caf1572eec44	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	66	69	4	39	d539d0e0e2a9	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	76	77	2	18	3eccb7bc25b4	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	115	116	2	19	7fb2aefb3bfd	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	128	130	3	26	c994d98176da	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	147	147	1	7	73ad13adbb04	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	155	157	3	28	a1828bcdba33	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	160	160	1	3	ee573bae3b99	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	169	172	4	35	848f267d9499	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	193	194	2	13	e3ed29c1c18f	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	196	204	9	98	6b7280f004e5	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:6b7280f004e5	98	1
.github/workflows/mios-ci.yml	208	215	8	59	9084b8acca81	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:9084b8acca81	59	1
.github/workflows/mios-ci.yml	220	221	2	14	13d188373c0c	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	245	245	1	3	fcb2821bceb3	STAY	inline-scoped		0				0
.github/workflows/mios-ci.yml	255	261	7	70	0e4256b66c2a	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:0e4256b66c2a	70	1
.github/workflows/mios-ci.yml	274	276	3	27	65ae042547e9	STAY	midsize-why		0				0
.github/workflows/mios-ci.yml	321	321	1	9	2560e4a1eba3	STAY	local-scoped		0				0
.github/workflows/mios-ci.yml	328	339	12	97	b896b941f929	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:b896b941f929	97	1
.github/workflows/mios-ci.yml	351	358	8	63	488fc6bcd3a7	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/workflows.md	mios-src:488fc6bcd3a7	63	1
.github/workflows/mios-ci.yml	381	422	42	399	feb6b6ba127c	MIGRATE	narrative-history	adr-candidate	0	usr/share/doc/mios/manual/workflows.md	mios-src:feb6b6ba127c	399	1
.github/workflows/mios-ci.yml	469	484	16	152	6ec74752970a	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:6ec74752970a	152	1
.github/workflows/mios-ci.yml	592	598	7	72	617b0a013ef0	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:617b0a013ef0	72	1
.github/workflows/mios-ci.yml	624	631	8	82	9565dcccef24	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:9565dcccef24	82	1
.github/workflows/mios-ci.yml	633	639	7	60	32d6ab8c2bce	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:32d6ab8c2bce	60	1
.github/workflows/mios-ci.yml	666	671	6	53	c5329a266c25	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/workflows.md	mios-src:c5329a266c25	53	1
.github/workflows/url-probe.yml	1	1	1	25	f07956f16446	STAY	ai-header		0				0
.github/workflows/url-probe.yml	15	18	4	47	37daa60d4113	STAY	midsize-why		0				0
Get-MiOS.ps1	1	2	2	30	ed2130def2cd	STAY	ai-header		0				0
Get-MiOS.ps1	1	3	3	52	6cb747722e65	STAY	ai-header		0	usr/share/doc/mios/manual/root.md	mios-src:6cb747722e65	52	1
Get-MiOS.ps1	3	3	1	0	e3b0c44298fc	STAY	inline-scoped		0				0
Get-MiOS.ps1	62	62	1	0	62b67e1f685b	DROP	banner		0				0
Get-MiOS.ps1	69	76	8	61	220c3f685253	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:220c3f685253	61	1
Get-MiOS.ps1	77	77	1	7	f6c6097ce25a	STAY	local-scoped		0				0
Get-MiOS.ps1	82	86	5	57	52702591bb94	STAY	midsize-why		0				0
Get-MiOS.ps1	92	92	1	1	80d3a668f718	DROP	banner		0				0
Get-MiOS.ps1	95	95	1	2	168eae654096	DROP	banner		0				0
Get-MiOS.ps1	110	112	3	30	64f880c29298	STAY	midsize-why		0				0
Get-MiOS.ps1	110	113	4	62	e1b07f8cfd55	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:e1b07f8cfd55	62	1
Get-MiOS.ps1	155	155	1	3	48ab0f04f293	DROP	banner		0				0
Get-MiOS.ps1	165	165	1	7	91779b24e9b8	STAY	local-scoped		0				0
Get-MiOS.ps1	175	175	1	4	24394be85bff	STAY	local-scoped		0				0
Get-MiOS.ps1	181	181	1	4	d97bf1ff3fda	STAY	local-scoped		0				0
Get-MiOS.ps1	187	187	1	7	4ecd4c7c6f26	STAY	local-scoped		0				0
Get-MiOS.ps1	203	209	7	73	209802d65f28	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:209802d65f28	73	1
Get-MiOS.ps1	217	220	4	42	3c4dbbf04062	STAY	midsize-why		0				0
Get-MiOS.ps1	232	234	3	26	838b9229095e	STAY	midsize-why		0				0
Get-MiOS.ps1	249	249	1	5	c9eba5f619e8	STAY	local-scoped		0				0
Get-MiOS.ps1	253	253	1	5	85566c592f06	STAY	local-scoped		0				0
Get-MiOS.ps1	258	260	3	28	5579220183f4	STAY	midsize-why		0				0
Get-MiOS.ps1	265	289	25	213	d7580dd3ed93	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:d7580dd3ed93	213	1
Get-MiOS.ps1	273	274	2	19	3381259d64fd	STAY	local-scoped		0				0
Get-MiOS.ps1	291	294	4	41	cb9b543c4f47	STAY	midsize-why		0				0
Get-MiOS.ps1	300	300	1	3	38140d059950	STAY	inline-scoped		0				0
Get-MiOS.ps1	301	301	1	3	58954bce6c5a	STAY	inline-scoped		0				0
Get-MiOS.ps1	320	320	1	10	967d7f10010b	STAY	local-scoped		0				0
Get-MiOS.ps1	324	325	2	14	539bca6dc8fb	STAY	local-scoped		0				0
Get-MiOS.ps1	327	328	2	20	3393dfc2d7c8	STAY	local-scoped		0				0
Get-MiOS.ps1	331	341	11	120	9ade315a9d7c	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:9ade315a9d7c	120	1
Get-MiOS.ps1	346	346	1	4	a9e93cba9e9a	STAY	local-scoped		0				0
Get-MiOS.ps1	355	355	1	11	0105ce45d79a	STAY	local-scoped		0				0
Get-MiOS.ps1	359	361	3	27	2311c5730262	STAY	midsize-why		0				0
Get-MiOS.ps1	381	381	1	4	b2cd0843aa34	STAY	inline-scoped		0				0
Get-MiOS.ps1	382	382	1	2	bf7f68dd62a8	STAY	inline-scoped		0				0
Get-MiOS.ps1	383	383	1	5	65fb3d77b9f5	STAY	inline-scoped		0				0
Get-MiOS.ps1	387	388	2	14	f33324ce5ca9	STAY	local-scoped		0				0
Get-MiOS.ps1	387	397	11	72	f87d2cc14bc4	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:f87d2cc14bc4	72	1
Get-MiOS.ps1	393	393	1	10	934a80baed5c	STAY	local-scoped		0				0
Get-MiOS.ps1	394	394	1	0	a7ffbb836a84	DROP	banner		0				0
Get-MiOS.ps1	398	398	1	11	d93a27f97a8b	STAY	local-scoped		0				0
Get-MiOS.ps1	399	426	28	204	4b52f4d9b404	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:4b52f4d9b404	204	1
Get-MiOS.ps1	424	424	1	10	778a31f4b878	STAY	local-scoped		0				0
Get-MiOS.ps1	442	442	1	4	1b5f9a52489a	STAY	inline-scoped		0				0
Get-MiOS.ps1	451	451	1	8	b1d59cc27fde	STAY	local-scoped		0				0
Get-MiOS.ps1	455	455	1	7	788bb607cb37	STAY	local-scoped		0				0
Get-MiOS.ps1	471	471	1	5	381decae3076	STAY	inline-scoped		0				0
Get-MiOS.ps1	472	472	1	5	e33f03e4e9a0	STAY	inline-scoped		0				0
Get-MiOS.ps1	493	494	2	15	1744dd880f1b	STAY	local-scoped		0				0
Get-MiOS.ps1	497	497	1	11	4927b91d7e19	STAY	local-scoped		0				0
Get-MiOS.ps1	507	507	1	5	a3ecb738c0c8	STAY	local-scoped		0				0
Get-MiOS.ps1	525	530	6	47	065f55427a08	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:065f55427a08	47	1
Get-MiOS.ps1	537	544	8	59	0112f387b3fb	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:0112f387b3fb	59	1
Get-MiOS.ps1	548	554	7	63	597bdd1cbe76	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:597bdd1cbe76	63	1
Get-MiOS.ps1	574	584	11	115	3b2ebfee02b9	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:3b2ebfee02b9	115	1
Get-MiOS.ps1	601	612	12	111	2b0184139248	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:2b0184139248	111	1
Get-MiOS.ps1	608	608	1	4	af309d7fb514	STAY	local-scoped		0				0
Get-MiOS.ps1	628	634	7	66	36c2e403f349	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:36c2e403f349	66	1
Get-MiOS.ps1	636	643	8	66	2927a88cbcc0	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:2927a88cbcc0	66	1
Get-MiOS.ps1	643	644	2	14	b23b952037f7	STAY	local-scoped		0				0
Get-MiOS.ps1	653	653	1	8	6b08a712f260	STAY	local-scoped		0				0
Get-MiOS.ps1	654	661	8	80	fa3f1731f18d	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:fa3f1731f18d	80	1
Get-MiOS.ps1	657	657	1	4	6daf16f033ab	STAY	local-scoped		0				0
Get-MiOS.ps1	667	669	3	24	a1cbb05d7e46	STAY	midsize-why		0				0
Get-MiOS.ps1	681	681	1	5	49a779c4575f	DROP	banner		0				0
Get-MiOS.ps1	688	689	2	20	ee6d6dbb2f17	STAY	local-scoped		0				0
Get-MiOS.ps1	692	692	1	11	359c359a74c7	STAY	local-scoped		0				0
Get-MiOS.ps1	698	698	1	12	a55fe6ec7630	STAY	local-scoped		0				0
Get-MiOS.ps1	704	704	1	2	3b6e7b1abd82	STAY	inline-scoped		0				0
Get-MiOS.ps1	705	705	1	3	d685afbeacef	STAY	inline-scoped		0				0
Get-MiOS.ps1	708	710	3	32	3fd55e3ff302	STAY	midsize-why		0				0
Get-MiOS.ps1	715	716	2	26	4b1ac73577e1	STAY	midsize-why		0				0
Get-MiOS.ps1	720	721	2	17	77aadef69539	STAY	local-scoped		0				0
Get-MiOS.ps1	745	745	1	2	1c0a7e132662	STAY	local-scoped		0				0
Get-MiOS.ps1	777	784	8	73	3c5769a46ff8	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:3c5769a46ff8	73	1
Get-MiOS.ps1	785	785	1	8	991567c2f645	STAY	local-scoped		0				0
Get-MiOS.ps1	786	795	10	98	56ffc4814e0c	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:56ffc4814e0c	98	1
Get-MiOS.ps1	799	804	6	64	443d4fc9b954	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:443d4fc9b954	64	1
Get-MiOS.ps1	815	820	6	56	c51fce9739ae	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:c51fce9739ae	56	1
Get-MiOS.ps1	837	843	7	74	ef1cf89c72d2	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:ef1cf89c72d2	74	1
Get-MiOS.ps1	849	856	8	67	3e7941ddecbc	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:3e7941ddecbc	67	1
Get-MiOS.ps1	858	858	1	5	49a779c4575f	DROP	banner		0				0
Get-MiOS.ps1	876	878	3	25	87be27a5581b	STAY	midsize-why		0				0
Get-MiOS.ps1	892	902	11	98	70e295c69c04	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:70e295c69c04	98	1
Get-MiOS.ps1	901	902	2	10	8179943297a2	STAY	local-scoped		0				0
Get-MiOS.ps1	929	930	2	22	0f4762b7ead6	STAY	local-scoped		0				0
Get-MiOS.ps1	937	938	2	15	4d6ed6b48244	STAY	local-scoped		0				0
Get-MiOS.ps1	953	955	3	27	2940a5f389a2	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:2940a5f389a2	27	1
Get-MiOS.ps1	977	977	1	5	23d2efe4bf99	STAY	inline-scoped		0				0
Get-MiOS.ps1	981	981	1	1	b3c7ca1d6311	DROP	banner		0				0
Get-MiOS.ps1	982	982	1	1	80d3febd57ec	DROP	banner		0				0
Get-MiOS.ps1	983	983	1	1	28c21bb5d90f	DROP	banner		0				0
Get-MiOS.ps1	984	984	1	1	a4dae0113341	DROP	banner		0				0
Get-MiOS.ps1	984	1005	22	174	094710407b2e	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:094710407b2e	174	1
Get-MiOS.ps1	985	985	1	1	b3c7ca1d6311	DROP	banner		0				0
Get-MiOS.ps1	986	986	1	1	742c925cc5d3	DROP	banner		0				0
Get-MiOS.ps1	987	987	1	1	30ceec6477dc	DROP	banner		0				0
Get-MiOS.ps1	988	988	1	1	a4dae0113341	DROP	banner		0				0
Get-MiOS.ps1	989	989	1	1	28c21bb5d90f	DROP	banner		0				0
Get-MiOS.ps1	990	990	1	1	1245bcd5a7b9	DROP	banner		0				0
Get-MiOS.ps1	991	991	1	1	efc73baf6415	DROP	banner		0				0
Get-MiOS.ps1	992	992	1	1	80d3febd57ec	DROP	banner		0				0
Get-MiOS.ps1	993	993	1	1	0019a44e379d	DROP	banner		0				0
Get-MiOS.ps1	994	994	1	1	8a327448607d	DROP	banner		0				0
Get-MiOS.ps1	995	995	1	1	349aa94a01f6	DROP	banner		0				0
Get-MiOS.ps1	996	996	1	1	d05357c3eca6	DROP	banner		0				0
Get-MiOS.ps1	997	997	1	1	fc83b9239bb4	DROP	banner		0				0
Get-MiOS.ps1	998	998	1	1	a4a70cb7197b	DROP	banner		0				0
Get-MiOS.ps1	999	999	1	1	175973818443	DROP	banner		0				0
Get-MiOS.ps1	1000	1000	1	1	6e769235e038	DROP	banner		0				0
Get-MiOS.ps1	1005	1009	5	52	ac7a17f516f3	STAY	midsize-why		0				0
Get-MiOS.ps1	1010	1014	5	37	a2fb7a0a0108	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:a2fb7a0a0108	37	1
Get-MiOS.ps1	1021	1027	7	69	10b7ce9a5d41	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:10b7ce9a5d41	69	1
Get-MiOS.ps1	1024	1024	1	9	150276cf7ce0	STAY	local-scoped		0				0
Get-MiOS.ps1	1032	1040	9	67	27c791a6ae2d	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:27c791a6ae2d	67	1
Get-MiOS.ps1	1051	1054	4	36	81cb2b6b22ce	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:81cb2b6b22ce	36	1
Get-MiOS.ps1	1060	1064	5	37	777d75b0b18a	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:777d75b0b18a	37	1
Get-MiOS.ps1	1077	1086	10	97	56365e4ef5b8	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:56365e4ef5b8	97	1
Get-MiOS.ps1	1088	1093	6	46	e05b22a8a82a	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:e05b22a8a82a	46	1
Get-MiOS.ps1	1098	1104	7	68	2625a20c5994	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:2625a20c5994	68	1
Get-MiOS.ps1	1112	1115	4	34	d9750db7ae91	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:d9750db7ae91	34	1
Get-MiOS.ps1	1117	1119	3	24	da6491788695	STAY	midsize-why		0				0
Get-MiOS.ps1	1128	1133	6	46	0f4c7fdfe642	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:0f4c7fdfe642	46	1
Get-MiOS.ps1	1135	1146	12	105	d9d118dd2374	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:d9d118dd2374	105	1
Get-MiOS.ps1	1155	1170	16	164	6360c745a50f	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:6360c745a50f	164	1
Get-MiOS.ps1	1177	1178	2	18	0b491b8bbdb5	STAY	local-scoped		0				0
Get-MiOS.ps1	1194	1201	8	69	54c69c26bb3d	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:54c69c26bb3d	69	1
Get-MiOS.ps1	1202	1203	2	24	1d6fc6fadd65	STAY	local-scoped		0				0
Get-MiOS.ps1	1212	1222	11	86	0918c1ef809d	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:0918c1ef809d	86	1
Get-MiOS.ps1	1225	1226	2	15	36673a4fa2ba	STAY	local-scoped		0				0
Get-MiOS.ps1	1243	1247	5	44	7740337a8547	STAY	midsize-why		0				0
Get-MiOS.ps1	1243	1287	45	399	cf2adc8ee86f	MIGRATE	narrative-history	adr-candidate	0	usr/share/doc/mios/manual/root.md	mios-src:cf2adc8ee86f	399	1
Get-MiOS.ps1	1287	1287	1	8	afffa7ab5be9	STAY	local-scoped		0				0
Get-MiOS.ps1	1304	1306	3	22	19666d5e14fd	STAY	midsize-why		0				0
Get-MiOS.ps1	1305	1315	11	87	42354e7f078f	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:42354e7f078f	87	1
Get-MiOS.ps1	1321	1327	7	54	b978023f0c73	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:b978023f0c73	54	1
Get-MiOS.ps1	1330	1330	1	4	07313d0740c3	STAY	inline-scoped		0				0
Get-MiOS.ps1	1337	1339	3	25	ad43c77bee53	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:ad43c77bee53	25	1
Get-MiOS.ps1	1349	1350	2	21	c974d53293c4	STAY	local-scoped		0				0
Get-MiOS.ps1	1354	1365	12	106	64764e21e4c7	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:64764e21e4c7	106	1
Get-MiOS.ps1	1355	1359	5	38	3b2c1536b966	STAY	midsize-why		0				0
Get-MiOS.ps1	1370	1370	1	5	91060be1f3ca	STAY	local-scoped		0				0
Get-MiOS.ps1	1377	1378	2	13	eb2229d0f439	STAY	local-scoped		0				0
Get-MiOS.ps1	1384	1391	8	78	d277abbb6027	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:d277abbb6027	78	1
Get-MiOS.ps1	1386	1387	2	18	5553861e38f9	STAY	local-scoped		0				0
Get-MiOS.ps1	1392	1393	2	13	c267e6bf93a0	STAY	local-scoped		0				0
Get-MiOS.ps1	1394	1396	3	25	15a625b2e5b2	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:15a625b2e5b2	25	1
Get-MiOS.ps1	1409	1413	5	53	77a5471db875	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:77a5471db875	53	1
Get-MiOS.ps1	1414	1415	2	21	7bbddd503682	STAY	local-scoped		0				0
Get-MiOS.ps1	1416	1433	18	135	3604382583c4	MIGRATE	narrative-rationale		0	usr/share/doc/mios/manual/root.md	mios-src:3604382583c4	135	1
Get-MiOS.ps1	1420	1423	4	41	6f97804389c0	STAY	midsize-why		0				0
Get-MiOS.ps1	1425	1427	3	26	281c13ad5c6c	STAY	midsize-why		0				0
Get-MiOS.ps1	1435	1441	7	62	58ffff6bee92	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:58ffff6bee92	62	1
Get-MiOS.ps1	1443	1451	9	89	502719282064	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:502719282064	89	1
Get-MiOS.ps1	1444	1444	1	5	23d2efe4bf99	STAY	inline-scoped		0				0
Get-MiOS.ps1	1449	1449	1	1	b3c7ca1d6311	DROP	banner		0				0
Get-MiOS.ps1	1450	1450	1	1	80d3febd57ec	DROP	banner		0				0
Get-MiOS.ps1	1451	1451	1	1	a4dae0113341	DROP	banner		0				0
Get-MiOS.ps1	1452	1452	1	1	28c21bb5d90f	DROP	banner		0				0
Get-MiOS.ps1	1453	1453	1	1	b3c7ca1d6311	DROP	banner		0				0
Get-MiOS.ps1	1454	1454	1	1	742c925cc5d3	DROP	banner		0				0
Get-MiOS.ps1	1455	1455	1	1	30ceec6477dc	DROP	banner		0				0
Get-MiOS.ps1	1456	1456	1	1	a4dae0113341	DROP	banner		0				0
Get-MiOS.ps1	1457	1457	1	1	28c21bb5d90f	DROP	banner		0				0
Get-MiOS.ps1	1458	1458	1	1	1245bcd5a7b9	DROP	banner		0				0
Get-MiOS.ps1	1459	1459	1	1	efc73baf6415	DROP	banner		0				0
Get-MiOS.ps1	1460	1460	1	1	80d3febd57ec	DROP	banner		0				0
Get-MiOS.ps1	1461	1461	1	1	0019a44e379d	DROP	banner		0				0
Get-MiOS.ps1	1462	1462	1	1	8a327448607d	DROP	banner		0				0
Get-MiOS.ps1	1463	1463	1	1	349aa94a01f6	DROP	banner		0				0
Get-MiOS.ps1	1464	1464	1	1	d05357c3eca6	DROP	banner		0				0
Get-MiOS.ps1	1465	1465	1	1	fc83b9239bb4	DROP	banner		0				0
Get-MiOS.ps1	1466	1466	1	1	a4a70cb7197b	DROP	banner		0				0
Get-MiOS.ps1	1467	1467	1	1	175973818443	DROP	banner		0				0
Get-MiOS.ps1	1468	1468	1	1	6e769235e038	DROP	banner		0				0
Get-MiOS.ps1	1500	1501	2	19	ee9e941df584	STAY	local-scoped		0				0
Get-MiOS.ps1	1520	1530	11	84	6f3447f325a5	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:6f3447f325a5	84	1
Get-MiOS.ps1	1521	1521	1	6	d3c60413e38e	STAY	local-scoped		0				0
Get-MiOS.ps1	1532	1534	3	26	f6ff6be699e3	MIGRATE	midsize-narrative		0	usr/share/doc/mios/manual/root.md	mios-src:f6ff6be699e3	26	1
Get-MiOS.ps1	1536	1536	1	1	ca8e550fa0e9	DROP	banner		0				0
Get-MiOS.ps1	1537	1537	1	3	1470779791c5	DROP	commented-out-code		0				0
Get-MiOS.ps1	1538	1538	1	1	ca8e550fa0e9	DROP	banner		0				0
Get-MiOS.ps1	1544	1548	5	43	3539859a35fa	STAY	midsize-why		0				0
Get-MiOS.ps1	1559	1572	14	88	3c2f4f35da32	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:3c2f4f35da32	88	1
Get-MiOS.ps1	1585	1585	1	4	e73b38f183c0	STAY	inline-scoped		0				0
Get-MiOS.ps1	1600	1604	5	38	71709ebeffd2	STAY	midsize-why		0				0
Get-MiOS.ps1	1610	1610	1	8	539220fa9c9d	STAY	local-scoped		0				0
Get-MiOS.ps1	1613	1613	1	11	7de6402380c4	STAY	local-scoped		0				0
Get-MiOS.ps1	1613	1618	6	57	2d880d8138ff	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:2d880d8138ff	57	1
Get-MiOS.ps1	1616	1617	2	15	644c6e06f342	STAY	local-scoped		0				0
Get-MiOS.ps1	1648	1649	2	11	7c4c7c28acf3	STAY	local-scoped		0				0
Get-MiOS.ps1	1651	1652	2	16	654835d47e35	STAY	local-scoped		0				0
Get-MiOS.ps1	1655	1657	3	19	77768ab64c5a	STAY	midsize-why		0				0
Get-MiOS.ps1	1656	1670	15	114	2f39901f8939	MIGRATE	narrative-history		0	usr/share/doc/mios/manual/root.md	mios-src:2f39901f8939	114	1
Get-MiOS.ps1	1661	1662	2	20	610a61bb4db0	STAY	local-scoped		0				0
Get-MiOS.ps1	1669	1672	4	36	55292dbf7e28	STAY	midsize-why		0				0
Get-MiOS.ps1	1675	1675	1	2	7321ae926241	STAY	local-scoped		0				0
